address,area,city,company,date,salary_max,salary_min,salery,title,province
上海-黄浦区,黄浦区,上海,上海艾杰飞人力资源有限公司,06-18,22000.0,15000.0,1.5-2.2万/月,日企PHP开发工程师(编号115180),上海
上海-浦东新区,浦东新区,上海,河姆渡电子商务有限公司,06-18,25000.0,18000.0,1.8-2.5万/月,PHP高级开发工程师,上海
深圳-福田区,福田区,深圳,深圳市旅联资讯有限公司,06-18,12000.0,7000.0,0.7-1.2万/月,PHP开发工程师,广东
泉州,NA,泉州,泉州市灵动信息科技有限公司,06-18,16000.0,10000.0,1-1.6万/月,高级PHP开发工程师,福建
东莞-东城区,东城区,东莞,东莞市金博网络科技有限公司,06-18,7000.0,4000.0,4-7千/月,php开发工程师,广东
广州,NA,广州,大参林医药集团股份有限公司,06-18,8000.0,6000.0,6-8千/月,PHP开发工程师,广东
深圳-福田区,福田区,深圳,香港耀昇进出口贸易有限公司 Hong...,06-18,20000.0,10000.0,1-2万/月,PHP开发工程师,广东
深圳-南山区,南山区,深圳,深圳极联信息技术股份有限公司,06-18,13000.0,10000.0,1-1.3万/月,php后台工程师,广东
深圳-龙华新区,龙华新区,深圳,深圳市互联在线云计算股份有限公司...,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
深圳-南山区,南山区,深圳,深信服科技股份有限公司,06-18,18000.0,10000.0,1-1.8万/月,PHP高级开发工程师 (MJ000528),广东
广州-天河区,天河区,广州,广州市欢雀科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
郑州-中原区,中原区,郑州,上海雏驹科技有限公司,06-18,8333.0,6666.0,8-10万/年,PHP开发工程师/技术总监,河南
北京-海淀区,海淀区,北京,广州华钧软件科技有限公司,06-18,26000.0,15000.0,1.5-2.6万/月,php工程师,北京
成都,NA,成都,成都麦克斯林房地产经纪有限公司,06-18,15000.0,10000.0,1-1.5万/月,Python/PHP/Javascript 工程师,四川
广州-天河区,天河区,广州,上海羽厚亦网络科技有限公司广州分...,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
福州,NA,福州,福建黑快马软件有限公司,06-19,15000.0,6000.0,0.6-1.5万/月,PHP工程师,福建
郑州-金水区,金水区,郑州,郑州市金水区大山培训学校有限公司...,06-18,15000.0,10000.0,1-1.5万/月,基础开发工程师（php方向）,河南
武汉-硚口区,硚口区,武汉,武汉市机器之心信息技术有限公司,06-19,5000.0,3000.0,3-5千/月,PHP开发实习生,湖北
广州-天河区,天河区,广州,广东翔达体育休闲运动有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
上海-普陀区,普陀区,上海,上海西陇化工有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP开发工程师,上海
广州-天河区,天河区,广州,广州万户网络技术有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,项目经理/php开发经理/技术主管,广东
广州-天河区,天河区,广州,广州欢拓网络科技有限公司,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,广东
广州-番禺区,番禺区,广州,广州美街电子商务有限公司,06-18,10000.0,6000.0,0.6-1万/月,PHP开发工程师,广东
广州-番禺区,番禺区,广州,广东保椿生活科技有限公司,06-18,18000.0,12000.0,1.2-1.8万/月,PHP后端高级开发工程师,广东
上海,NA,上海,上海臻客信息技术服务有限公司,06-18,25000.0,10000.0,1-2.5万/月,PHP高级开发工程师,上海
昆明-盘龙区,盘龙区,昆明,以润誉茗科技（云南）有限公司,06-18,12000.0,6000.0,0.6-1.2万/月,PHP高级开发工程师,云南
广州,NA,广州,广东高捷航运物流有限公司,06-18,10000.0,8000.0,0.8-1万/月,PHP中级开发工程师,广东
深圳-罗湖区,罗湖区,深圳,坤金聚宝（深圳）科技有限公司,06-18,16000.0,9000.0,0.9-1.6万/月,PHP高级开发工程师,广东
深圳-南山区,南山区,深圳,深圳市至澄科技有限公司,06-18,30000.0,20000.0,2-3万/月,PHP高级开发工程师,广东
广州-白云区,白云区,广州,广州市我购科技有限公司,06-18,8000.0,6000.0,6-8千/月,PHP工程师,广东
青岛-城阳区,城阳区,青岛,青岛万海舜耕文化传播有限公司,06-18,8000.0,6000.0,6-8千/月,PHP后端工程师,山东
上海,NA,上海,上海灵擎网络科技有限公司,06-18,20000.0,12000.0,1.2-2万/月,PHP开发程师（DSP）,上海
成都,NA,成都,成都送子鸟医院有限公司,06-18,20000.0,6000.0,0.6-2万/月,PHP开发工程师,四川
福州-闽侯县,闽侯县,福州,福州金科教育投资有限公司,06-18,9000.0,5000.0,5-9千/月,PHP开发工程师,福建
扬州,NA,扬州,江苏松晨信息科技有限公司,06-18,8000.0,3000.0,3-8千/月,PHP开发工程师,江苏
东莞-厚街镇,厚街镇,东莞,东莞市木头云供应链有限公司,06-18,10000.0,8000.0,0.8-1万/月,PHP开发工程师,广东
福州-仓山区,仓山区,福州,福州兜乐网络科技有限公司,06-18,12000.0,6000.0,0.6-1.2万/月,PHP程序员,福建
上海-闵行区,闵行区,上海,上海零与壹软件有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,PHP开发工程师,上海
东莞,NA,东莞,东莞昆盈电脑制品有限公司,06-18,25000.0,8000.0,0.8-2.5万/月,Web后台开发工程师 (Node.js/PHP/Java）,广东
北京-朝阳区,朝阳区,北京,新弘扬控股集团,06-18,15000.0,10000.0,1-1.5万/月,PHP开发工程师,北京
广州,NA,广州,广州市西美信息科技有限公司,06-18,12000.0,7000.0,0.7-1.2万/月,PHP开发工程师,广东
深圳-福田区,福田区,深圳,中禄和投资控股有限公司,06-19,20000.0,15000.0,1.5-2万/月,PHP开发工程师,广东
深圳-南山区,南山区,深圳,深圳市迅龙创威网络技术有限公司,06-18,20000.0,10000.0,1-2万/月,PHP高级开发工程师,广东
上海-黄浦区,黄浦区,上海,筑客网络技术（上海）有限公司,06-18,20000.0,10000.0,1-2万/月,PHP网站开发人员,上海
杭州-西湖区,西湖区,杭州,杭州翰臣科技有限公司,06-18,10000.0,6000.0,0.6-1万/月,PHP开发工程师,浙江
深圳-龙华新区,龙华新区,深圳,深圳市佰事德科技有限公司,06-18,20000.0,10000.0,1-2万/月,PHP开发工程师（电商erp）,广东
广州-天河区,天河区,广州,海南永康网络科技有限公司,06-18,8000.0,6000.0,6-8千/月,PHP开发工程师,广东
深圳-龙华新区,龙华新区,深圳,深圳掌邦科技有限公司,06-18,5000.0,3000.0,3-5千/月,学徒（前端/PHP/网络推广/SEO/抖音运营/自媒体运营）,广东
佛山-南海区,南海区,佛山,佛山邮差驿站科技有限公司,06-18,10000.0,6000.0,0.6-1万/月,PHP开发工程师,广东
无锡-惠山区,惠山区,无锡,艾柏森（北京）生物科技有限公司,06-18,10000.0,8000.0,0.8-1万/月,PHP MYSQL WEB高级开发工程师,江苏
广州-天河区,天河区,广州,广东尚趣网络科技有限公司,06-18,15000.0,8000.0,0.8-1.5万/月,PHP开发工程师,广东
成都-高新区,高新区,成都,海链数字科技（海南）有限公司,06-18,12000.0,8000.0,0.8-1.2万/月,PHP开发工程师,四川
上海-徐汇区,徐汇区,上海,上海自修信息科技有限公司,06-18,20000.0,15000.0,1.5-2万/月,PHP开发工程师,上海
深圳-福田区,福田区,深圳,深圳市笨鸟软件有限公司,06-18,18000.0,12000.0,1.2-1.8万/月,PHP资深开发工程师,广东
广州-天河区,天河区,广州,广州火羽信息科技有限公司,06-18,20000.0,8000.0,0.8-2万/月,PHP程序员,广东
深圳-南山区,南山区,深圳,深圳齐心好视通云计算有限公司,06-18,15000.0,10000.0,1-1.5万/月,RD3-PHP开发工程师,广东
广州-海珠区,海珠区,广州,广州悠绿游信息技术有限公司,06-18,16000.0,10000.0,1-1.6万/月,PHP高级工程师,广东
杭州-西湖区,西湖区,杭州,杭州格朗瑞生物科技有限公司,06-18,8000.0,6000.0,6-8千/月,PHP开发工程师,浙江
杭州-滨江区,滨江区,杭州,杭州蛋蛋语音科技有限公司,06-18,30000.0,15000.0,1.5-3万/月,PHP开发工程师,浙江
长沙-岳麓区,岳麓区,长沙,深圳市达铭丰科技有限公司,06-18,50000.0,20000.0,2-5万/月,PHP开发工程师,湖南
宁波,NA,宁波,宁波邻家网络科技有限公司,06-19,13000.0,7000.0,0.7-1.3万/月,PHP开发实习生,浙江
