title,company,address,salery,date,salary_min,salary_max,provence,city,area
嵌入式硬件工程师,深圳市飞斯贝尔科技有限公司,深圳-龙岗区,1.5-2万/月,06-19,15000.0,20000.0,广东省,深圳,龙岗区
嵌入式硬件工程师,江苏迪纳数字科技股份有限公司,深圳-南山区,1-1.5万/月,06-19,10000.0,15000.0,广东省,深圳,南山区
嵌入式硬件工程师-中船海洋探测,无锡市人力资源市场,无锡-梁溪区,1-2万/月,06-19,10000.0,20000.0,江苏省,无锡,梁溪区
嵌入式硬件工程师,重庆科昱泽机械设备有限公司,重庆-沙坪坝区,6-8千/月,06-19,6000.0,8000.0,重庆市,重庆,沙坪坝区
嵌入式硬件工程师,东莞市同讯电子科技有限公司,宁波-高新区,1.5-2万/月,06-19,15000.0,20000.0,浙江省,宁波,高新区
自动化工程师 嵌入式硬件工程师 PLC工程师,深圳市致远方物联技术有限公司,深圳,0.8-1.5万/月,06-19,8000.0,15000.0,广东省,深圳,
嵌入式硬件工程师,中邮科技有限责任公司,上海-普陀区,20-30万/年,06-19,16666.0,25000.0,上海市,上海,普陀区
嵌入式硬件工程师,青岛智腾微电子有限公司,青岛-城阳区,10-15万/年,06-19,8333.0,12500.0,山东省,青岛,城阳区
嵌入式硬件工程师,尚秦科技（深圳）有限公司,深圳-龙岗区,1.5-2万/月,06-19,15000.0,20000.0,广东省,深圳,龙岗区
嵌入式硬件工程师,深圳市大道同维科技有限公司,深圳-福田区,5-8千/月,06-16,5000.0,8000.0,广东省,深圳,福田区
嵌入式硬件工程师,四川傲势科技有限公司,成都-高新区,1-1.7万/月,06-16,10000.0,17000.0,四川省,成都,高新区
嵌入式硬件工程师,湖南科瑞特科技有限公司,长沙-岳麓区,6-8千/月,06-16,6000.0,8000.0,湖南省,长沙,岳麓区
嵌入式硬件工程师（周末双休+绩效奖金）,深圳市明月微电子有限公司,深圳-宝安区,0.8-1.5万/月,06-16,8000.0,15000.0,广东省,深圳,宝安区
嵌入式硬件工程师,埃特博兰机电工程设计（昆山）有限...,深圳-龙华新区,1-1.5万/月,06-16,10000.0,15000.0,广东省,深圳,龙华新区
嵌入式硬件工程师,苏州高田精密技术有限公司,苏州-高新区,0.6-1万/月,06-16,6000.0,10000.0,江苏省,苏州,高新区
嵌入式硬件工程师,烟台云都海鹰无人机应用技术有限公...,烟台,0.5-1万/月,06-16,5000.0,10000.0,山东省,烟台,
嵌入式硬件工程师,江苏丰仪同创互联科技有限公司,无锡-无锡新区,0.6-1万/月,06-16,6000.0,10000.0,江苏省,无锡,无锡新区
嵌入式硬件工程师,北京三角洲机器人科技有限公司,北京-朝阳区,1.5-2万/月,06-15,15000.0,20000.0,北京市,北京,朝阳区
嵌入式硬件工程师,深圳市倍轻松科技股份有限公司,深圳-南山区,1.3-2.2万/月,06-15,13000.0,22000.0,广东省,深圳,南山区
嵌入式硬件工程师,重庆国翰能源发展有限公司,重庆,0.8-1万/月,06-15,8000.0,10000.0,重庆市,重庆,
嵌入式硬件工程师,上海米度测控科技有限公司,上海-闵行区,0.8-1.5万/月,06-15,8000.0,15000.0,上海市,上海,闵行区
嵌入式硬件工程师,清华大学苏州汽车研究院,苏州-相城区,1-1.5万/月,06-15,10000.0,15000.0,江苏省,苏州,相城区
嵌入式硬件工程师（自动化）,上海船用柴油机研究所（中国船舶重...,上海,0.8-2万/月,06-15,8000.0,20000.0,上海市,上海,
嵌入式硬件工程师,上海希路智能科技有限公司,上海-闵行区,6-8千/月,06-15,6000.0,8000.0,上海市,上海,闵行区
嵌入式硬件工程师（信息所）,浙江清华长三角研究院,嘉兴,1.8-3.5万/月,06-15,18000.0,35000.0,浙江省,嘉兴,
嵌入式硬件工程师,无锡必创传感科技有限公司,无锡-梁溪区,7-8千/月,06-15,7000.0,8000.0,江苏省,无锡,梁溪区
嵌入式硬件工程师（急聘）,深圳市中和智通智能科技有限公司,深圳-宝安区,1.5-2万/月,06-15,15000.0,20000.0,广东省,深圳,宝安区
嵌入式硬件工程师,无锡市人力资源市场,无锡,1.2-1.6万/月,06-15,12000.0,16000.0,江苏省,无锡,
嵌入式硬件工程师,深圳市赛格导航科技股份有限公司,深圳-龙岗区,6-8千/月,06-15,6000.0,8000.0,广东省,深圳,龙岗区
JD-嵌入式硬件工程师,上海希路智能科技有限公司,上海-闵行区,0.8-1.5万/月,06-15,8000.0,15000.0,上海市,上海,闵行区
嵌入式硬件工程师,四川博源科技有限责任公司,成都-金牛区,1-1.5万/月,06-15,10000.0,15000.0,四川省,成都,金牛区
嵌入式硬件工程师,深圳市飞图视讯有限公司,深圳-宝安区,1-1.6万/月,06-15,10000.0,16000.0,广东省,深圳,宝安区
嵌入式硬件工程师,深圳市新能安华技术有限公司,深圳-宝安区,1-1.5万/月,06-15,10000.0,15000.0,广东省,深圳,宝安区
嵌入式硬件工程师,华瑞福恒（广州）科技有限公司,广州-番禺区,0.6-1.3万/月,06-15,6000.0,13000.0,广东省,广州,番禺区
嵌入式硬件工程师,上海金脉电子科技有限公司,上海-浦东新区,1-1.5万/月,06-15,10000.0,15000.0,上海市,上海,浦东新区
嵌入式硬件工程师,北京馨泽亿家网络科技有限公司,沈阳,6-8千/月,06-15,6000.0,8000.0,辽宁省,沈阳,
硬件工程师/嵌入式硬件工程师/电脑主板维修工程师,上海三创电子科技有限公司,上海-松江区,6-8千/月,06-15,6000.0,8000.0,上海市,上海,松江区
嵌入式硬件工程师,深圳市柏为信息技术有限公司,深圳-福田区,0.8-1.5万/月,06-14,8000.0,15000.0,广东省,深圳,福田区
嵌入式硬件工程师,上海大丁自动化科技有限公司,上海-闵行区,0.7-1.4万/月,06-14,7000.0,14000.0,上海市,上海,闵行区
嵌入式硬件工程师,华通科技有限公司,重庆-渝北区,0.8-1.5万/月,06-14,8000.0,15000.0,重庆市,重庆,渝北区
嵌入式硬件工程师,广东思沃精密机械有限公司,东莞-松山湖区,1-2万/月,06-13,10000.0,20000.0,广东省,东莞,松山湖区
嵌入式硬件工程师 Hardware Development Engineer,博盛（中国）控制器有限公司,青岛-城阳区,1-2万/月,06-13,10000.0,20000.0,山东省,青岛,城阳区
嵌入式硬件工程师,广东聚思电子有限公司,中山,0.8-1万/月,06-13,8000.0,10000.0,广东省,中山,
嵌入式硬件工程师,双登集团股份有限公司,北京-丰台区,1-2万/月,06-12,10000.0,20000.0,北京市,北京,丰台区
嵌入式硬件工程师,天津市英贝特航天科技有限公司,天津,4.5-6千/月,06-12,4500.0,6000.0,天津市,天津,
嵌入式硬件工程师,江阴市富仁高科股份有限公司,无锡-江阴市,1.5-2万/月,06-12,15000.0,20000.0,江苏省,无锡,江阴市
嵌入式硬件工程师,苏州万店掌网络科技有限公司,苏州-高新区,0.9-1.4万/月,06-12,9000.0,14000.0,江苏省,苏州,高新区
嵌入式硬件工程师,哈尔滨今星微电子科技有限公司,哈尔滨,0.5-1万/月,06-12,5000.0,10000.0,黑龙江省,哈尔滨,
嵌入式硬件工程师,无锡中感微电子股份有限公司,南京-浦口区,1-2万/月,06-12,10000.0,20000.0,江苏省,南京,浦口区
嵌入式硬件工程师,武汉三江中电科技有限责任公司,武汉-洪山区,0.8-1.2万/月,06-12,8000.0,12000.0,湖北省,武汉,洪山区
嵌入式硬件工程师,深圳市中科信通信息技术有限公司,深圳-宝安区,1-1.5万/月,06-12,10000.0,15000.0,广东省,深圳,宝安区
嵌入式硬件工程师,西安旭彤电子科技股份有限公司,西安,0.8-1.5万/月,06-12,8000.0,15000.0,陕西省,西安,
嵌入式硬件工程师,广东逸动科技有限公司,东莞,1.5-2万/月,06-12,15000.0,20000.0,广东省,东莞,
